,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
53,54,CA-2016-105816,12-11-2016,12/17/2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,6.2566
54,55,CA-2016-105816,12-11-2016,12/17/2016,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,298.6855
55,56,CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.14
56,57,CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0.0,15.552
57,58,CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098
58,59,CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888
59,60,CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,3.3
60,61,CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362
61,62,CA-2016-111682,6/17/2016,6/18/2016,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84
70,71,CA-2016-106075,9/18/2016,9/23/2016,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731
96,97,CA-2017-161018,11-09-2017,11-11-2017,Second Class,PN-18775,Parhena Norris,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,96.53,7,0.0,40.5426
110,111,CA-2017-146780,12/25/2017,12/30/2017,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096
113,114,CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348
114,115,CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2,0.2,1.652
115,116,CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,23.976,3,0.2,7.4925
116,117,CA-2014-115259,8/25/2014,8/27/2014,Second Class,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",130.464,6,0.2,44.0316
119,120,CA-2016-103730,06-12-2016,6/15/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0.0,18.3456
120,121,CA-2016-103730,06-12-2016,6/15/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,30.84,4,0.0,13.878
121,122,CA-2016-103730,06-12-2016,6/15/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0.0,63.4368
122,123,CA-2016-103730,06-12-2016,6/15/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,115.02,9,0.0,51.759
123,124,CA-2016-103730,06-12-2016,6/15/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,7,0.0,19.7316
130,131,US-2017-164147,02-02-2017,02-05-2017,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,5,0.4,-11.994
131,132,US-2017-164147,02-02-2017,02-05-2017,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,78.304,2,0.2,29.364
132,133,US-2017-164147,02-02-2017,02-05-2017,First Class,DW-13585,Dorothy Wardle,Corporate,United States,Columbus,Ohio,43229,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,21.456,9,0.2,6.9732
140,141,CA-2016-110366,09-05-2016,09-07-2016,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",82.8,2,0.2,10.35
146,147,CA-2014-110072,10/22/2014,10/28/2014,Standard Class,MG-17680,Maureen Gastineau,Home Office,United States,Newark,Ohio,43055,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",93.888,4,0.2,12.9096
161,162,CA-2015-119697,12/28/2015,12/31/2015,Second Class,EM-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,2,0.2,1.3596
177,178,US-2015-101511,11/21/2015,11/23/2015,Second Class,JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055,East,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",396.802,7,0.3,-11.3372
178,179,US-2015-101511,11/21/2015,11/23/2015,Second Class,JE-15745,Joel Eaton,Consumer,United States,Newark,Ohio,43055,East,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,5,0.2,-3.7715
179,180,CA-2015-137225,12/15/2015,12/19/2015,Standard Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10009,East,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",3.28,1,0.0,1.4104
185,186,CA-2016-105018,11/28/2016,12-02-2016,Standard Class,SK-19990,Sally Knutson,Consumer,United States,Fairfield,Connecticut,6824,East,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7.16,2,0.0,3.4368
189,190,CA-2015-102281,10-12-2015,10/14/2015,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",899.136,4,0.2,112.392
190,191,CA-2015-102281,10-12-2015,10/14/2015,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,6,0.0,20.0928
191,192,CA-2015-102281,10-12-2015,10/14/2015,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,51.84,8,0.0,24.8832
192,193,CA-2015-102281,10-12-2015,10/14/2015,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",626.352,3,0.2,46.9764
193,194,CA-2015-102281,10-12-2015,10/14/2015,First Class,MP-17470,Mark Packer,Home Office,United States,New York City,New York,10035,East,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,19.9,5,0.0,6.567
195,196,CA-2014-140004,3/21/2014,3/25/2014,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011,East,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038
196,197,CA-2014-140004,3/21/2014,3/25/2014,Standard Class,CB-12025,Cassandra Brandow,Consumer,United States,Hamilton,Ohio,45011,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",6.048,3,0.2,1.5876
197,198,CA-2017-107720,11-06-2017,11/13/2017,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Westfield,New Jersey,7090,East,OFF-ST-10001414,Office Supplies,Storage,Decoflex Hanging Personal Folder File,46.26,3,0.0,12.0276
198,199,US-2017-124303,07-06-2017,7/13/2017,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,2,0.7,-2.2586
199,200,US-2017-124303,07-06-2017,7/13/2017,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,3,0.2,5.8203
200,201,CA-2017-105074,6/24/2017,6/29/2017,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Akron,Ohio,44312,East,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,3,0.2,6.795
212,213,CA-2015-146262,01-02-2015,01-09-2015,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,23.68,2,0.2,8.88
213,214,CA-2015-146262,01-02-2015,01-09-2015,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,-244.323
214,215,CA-2015-146262,01-02-2015,01-09-2015,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,62.982,3,0.4,-14.6958
215,216,CA-2015-146262,01-02-2015,01-09-2015,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,1188.0,9,0.7,-950.4
216,217,CA-2015-146262,01-02-2015,01-09-2015,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,2,0.2,4.4792
219,220,CA-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,5.584,2,0.2,1.8148
220,221,CA-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",22.704,6,0.2,8.2302
221,222,CA-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,19.776,4,0.7,-13.8432
222,223,CA-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",72.704,4,0.2,19.0848
223,224,CA-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,479.988,4,0.7,-383.9904
224,225,CA-2015-169397,12/24/2015,12/27/2015,First Class,JB-15925,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2,0.2,2.7168
252,253,CA-2016-146941,12-10-2016,12/13/2016,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0.0,22.5624
253,254,CA-2016-146941,12-10-2016,12/13/2016,First Class,DL-13315,Delfina Latchford,Consumer,United States,New York City,New York,10024,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0.0,162.864
258,259,CA-2017-163139,12-01-2017,12-03-2017,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20.37,3,0.0,6.9258
259,260,CA-2017-163139,12-01-2017,12-03-2017,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,221.55,3,0.0,6.6465
260,261,CA-2017-163139,12-01-2017,12-03-2017,Second Class,CC-12670,Craig Carreira,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,17.52,5,0.2,6.132
267,268,CA-2016-111010,1/22/2016,1/28/2016,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Morristown,New Jersey,7960,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6,0.0,0.3024
268,269,US-2017-145366,12-09-2017,12/13/2017,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,45231,East,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,37.208,1,0.2,-7.4416
269,270,US-2017-145366,12-09-2017,12/13/2017,Standard Class,CA-12310,Christine Abelman,Corporate,United States,Cincinnati,Ohio,45231,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.576,3,0.2,21.591
276,277,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000673,Office Supplies,Paper,"Post-it “Important Message” Note Pad, Neon Colors, 50 Sheets/Pad",11.648,2,0.2,4.0768
277,278,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.176,4,0.2,5.9072
278,279,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,59.712,6,0.2,5.9712
279,280,CA-2017-132976,10/13/2017,10/17/2017,Standard Class,AG-10495,Andrew Gjertsen,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,24.84,3,0.2,8.694
289,290,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.096,7,0.2,6.6836
290,291,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,OFF-LA-10004689,Office Supplies,Labels,Avery 512,18.496,8,0.2,6.2424
291,292,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.984,2,0.2,54.3966
292,293,CA-2016-110772,11/20/2016,11/24/2016,Second Class,NZ-18565,Nick Zandusky,Home Office,United States,Columbus,Ohio,43229,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,-48.7032
298,299,CA-2016-142545,10/28/2016,11-03-2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,32.4,5,0.0,15.552
299,300,CA-2016-142545,10/28/2016,11-03-2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8,0.0,10.8248
300,301,CA-2016-142545,10/28/2016,11-03-2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,56.91,3,0.0,27.3168
301,302,CA-2016-142545,10/28/2016,11-03-2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,4,0.0,38.024
302,303,CA-2016-142545,10/28/2016,11-03-2016,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,1,0.0,6.5688
304,305,CA-2015-144253,05-04-2015,05-09-2015,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0.0,12.864
306,307,CA-2014-111003,06-01-2014,06-06-2014,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0.0,20.9208
307,308,CA-2014-111003,06-01-2014,06-06-2014,Standard Class,CR-12625,Corey Roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,6,0.0,83.868
313,314,CA-2014-120887,9/27/2014,10-03-2014,Standard Class,TS-21205,Thomas Seio,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0.0,37.6422
316,317,CA-2014-164259,12/28/2014,12/30/2014,First Class,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744
317,318,CA-2014-164973,11-04-2014,11-09-2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,0.1,24.1568
318,319,CA-2014-164973,11-04-2014,11-09-2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-MA-10002927,Technology,Machines,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0.0,1995.99
319,320,CA-2014-164973,11-04-2014,11-09-2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,275.94,6,0.0,80.0226
320,321,CA-2014-164973,11-04-2014,11-09-2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,4,0.0,129.6
321,322,CA-2014-164973,11-04-2014,11-09-2014,Standard Class,NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0.0,13.071
326,327,US-2016-141544,8/30/2016,09-01-2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,290.898,3,0.4,-67.8762
327,328,US-2016-141544,8/30/2016,09-01-2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,0.2,3.389
328,329,US-2016-141544,8/30/2016,09-01-2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744,4,0.3,-258.5016
329,330,US-2016-141544,8/30/2016,09-01-2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,0.2,33.831
330,331,US-2016-141544,8/30/2016,09-01-2016,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,6,0.7,-27.6936
331,332,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,2,0.4,-20.7
332,333,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,20.724,2,0.7,-13.816
333,334,US-2016-150147,4/25/2016,4/29/2016,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,4.896,3,0.7,-3.4272
340,341,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,17.856,4,0.2,1.116
341,342,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003656,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,509.97,10,0.7,-407.976
342,343,CA-2014-122336,4/13/2014,4/17/2014,Second Class,JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,30.992,13,0.2,10.0724
